mara1;mara2;half1;half2;ten1;ten2
03:51:03;04:01:57;01:58:50;02:03:55;01:04:00;01:09:46
03:51:03;04:04:24;01:58:50;02:07:23;01:04:01;01:09:47
03:51:05;03:54:40;01:58:51;01:59:23;01:04:01;01:09:47
03:51:05;03:54:40;01:58:51;01:59:37;01:04:01;01:09:47
03:51:05;03:57:47;01:58:51;02:01:04;01:04:01;01:09:47
03:51:05;03:58:49;01:58:51;02:04:29;01:04:01;01:09:47
03:51:06;03:53:17;01:58:52;02:02:50;01:04:02;01:09:48
03:51:06;03:53:17;01:58:52;02:07:03;01:04:02;01:09:48
03:51:06;03:53:27;01:58:53;02:04:56;01:04:03;01:09:49
03:51:06;03:57:49;01:58:54;02:02:12;01:04:03;01:09:49
03:51:07;03:59:27;01:58:54;02:02:39;01:04:02;01:09:49
03:51:07;04:00:17;01:58:54;02:02:54;01:04:02;01:09:49
03:51:08;03:52:31;01:58:55;01:59:36;01:04:02;01:09:49
03:51:08;03:54:05;01:58:55;02:00:12;01:04:02;01:09:49
03:51:08;03:58:17;01:58:55;02:03:15;01:04:02;01:09:49
03:51:08;03:58:17;01:58:56;02:04:35;01:04:02;01:09:49
03:51:08;03:58:17;01:58:56;02:05:01;01:04:03;01:09:50
03:51:08;03:58:34;01:58:57;01:59:43;01:04:03;01:09:50
03:51:10;04:01:21;01:58:57;01:59:48;01:04:03;01:09:50
03:51:11;03:55:14;01:58:57;02:00:33;01:04:04;01:09:51
03:51:11;03:55:23;01:58:58;01:59:32;01:04:04;01:09:51
03:51:11;03:59:32;01:58:58;01:59:43;01:04:04;01:09:51
03:51:12;03:57:46;01:58:58;02:02:00;01:04:04;01:09:51
03:51:12;04:01:52;01:58:58;02:04:16;01:04:04;01:09:51
03:51:12;04:02:53;01:58:58;02:05:46;01:04:04;01:09:51
03:51:13;03:53:31;01:58:58;02:07:24;01:04:04;01:09:51
03:51:13;03:53:31;01:58:59;02:00:36;01:04:04;01:09:51
03:51:13;03:54:57;01:58:59;02:05:42;01:04:05;01:09:52
03:51:13;04:04:43;01:59:00;01:59:46;01:04:05;01:09:52
03:51:14;03:57:09;01:59:00;01:59:49;01:04:05;01:09:52
03:51:15;04:00:00;01:59:00;02:02:27;01:04:04;01:09:52
03:51:15;04:00:00;01:59:00;02:04:04;01:04:05;01:09:53
03:51:15;04:00:32;01:59:01;01:59:52;01:04:06;01:09:54
03:51:16;03:54:21;01:59:01;02:00:09;01:04:06;01:09:54
03:51:16;03:54:21;01:59:01;02:00:21;01:04:06;01:09:54
03:51:16;03:54:21;01:59:01;02:00:27;01:04:06;01:09:54
03:51:16;03:57:18;01:59:01;02:00:36;01:04:06;01:09:54
03:51:17;03:53:32;01:59:02;01:59:36;01:04:07;01:09:55
03:51:17;03:57:55;01:59:02;02:00:30;01:04:07;01:09:55
03:51:17;03:58:04;01:59:02;02:01:04;01:04:08;01:09:56
03:51:17;03:58:44;01:59:02;02:01:32;01:04:08;01:09:56
03:51:19;03:54:31;01:59:03;01:59:55;01:04:08;01:09:56
03:51:19;03:54:31;01:59:03;02:00:01;01:04:08;01:09:56
03:51:19;03:57:23;01:59:03;02:01:24;01:04:08;01:09:56
03:51:21;03:59:55;01:59:04;01:59:20;01:04:08;01:09:56
03:51:22;03:58:16;01:59:04;02:00:08;01:04:09;01:09:57
03:51:22;03:59:13;01:59:04;02:00:23;01:04:09;01:09:57
03:51:22;04:00:06;01:59:04;02:03:33;01:04:09;01:09:57
03:51:23;03:51:24;01:59:04;02:05:54;01:04:09;01:09:58
03:51:23;03:51:24;01:59:05;01:59:51;01:04:09;01:09:58
03:51:23;03:56:16;01:59:05;02:02:27;01:04:09;01:09:58
03:51:23;03:56:16;01:59:06;01:59:55;01:04:09;01:09:58
03:51:23;03:57:50;01:59:06;02:00:13;01:04:10;01:09:59
03:51:23;03:57:50;01:59:06;02:02:38;01:04:10;01:09:59
03:51:24;03:55:03;01:59:06;02:03:30;01:04:10;01:09:59
03:51:24;04:04:39;01:59:06;02:05:53;01:04:10;01:09:59
03:51:25;04:04:27;01:59:06;02:10:20;01:04:10;01:09:59
03:51:25;04:04:46;01:59:07;01:59:37;01:04:10;01:09:59
03:51:26;04:03:32;01:59:07;02:00:58;01:04:11;01:10:00
03:51:26;04:03:32;01:59:07;02:01:55;01:04:11;01:10:00
03:51:26;04:03:33;01:59:07;02:03:31;01:04:11;01:10:00
03:51:29;04:03:07;01:59:07;02:04:44;01:04:11;01:10:01
03:51:29;04:03:07;01:59:07;02:07:29;01:04:11;01:10:01
03:51:30;03:55:30;01:59:08;01:59:56;01:04:11;01:10:01
03:51:30;03:57:21;01:59:08;02:01:50;01:04:13;01:10:03
03:51:32;03:52:52;01:59:08;02:02:10;01:04:13;01:10:03
03:51:32;03:52:52;01:59:08;02:02:54;01:04:14;01:10:04
03:51:32;03:57:17;01:59:08;02:06:03;01:04:14;01:10:04
03:51:32;03:58:07;01:59:09;02:00:13;01:04:15;01:10:05
03:51:32;03:58:07;01:59:09;02:00:32;01:04:15;01:10:05
03:51:34;03:56:58;01:59:09;02:00:59;01:04:15;01:10:05
03:51:34;03:56:58;01:59:10;02:00:14;01:04:16;01:10:06
03:51:34;04:02:10;01:59:10;02:00:23;01:04:16;01:10:06
03:51:35;03:53:50;01:59:10;02:00:46;01:04:16;01:10:06
03:51:35;03:53:50;01:59:10;02:00:51;01:04:16;01:10:06
03:51:36;03:57:36;01:59:10;02:01:25;01:04:17;01:10:07
03:51:36;03:57:36;01:59:10;02:01:35;01:04:16;01:10:07
03:51:37;03:58:17;01:59:10;02:02:59;01:04:16;01:10:07
03:51:37;03:58:20;01:59:11;01:59:37;01:04:16;01:10:07
03:51:37;03:58:20;01:59:11;02:01:08;01:04:16;01:10:07
03:51:37;03:58:38;01:59:11;02:01:30;01:04:17;01:10:08
03:51:37;03:58:38;01:59:11;02:01:52;01:04:17;01:10:08
03:51:37;04:02:02;01:59:11;02:03:23;01:04:17;01:10:08
03:51:38;03:54:20;01:59:11;02:03:40;01:04:17;01:10:08
03:51:38;03:54:20;01:59:12;01:59:29;01:04:18;01:10:09
03:51:38;04:02:05;01:59:12;02:00:11;01:04:18;01:10:09
03:51:38;04:02:05;01:59:12;02:00:11;01:04:18;01:10:09
03:51:42;03:54:47;01:59:12;02:00:29;01:04:18;01:10:09
03:51:42;03:55:49;01:59:12;02:01:19;01:04:18;01:10:09
03:51:42;03:59:25;01:59:12;02:01:31;01:04:19;01:10:10
03:51:42;03:59:25;01:59:12;02:07:12;01:04:19;01:10:10
03:51:43;03:53:08;01:59:13;01:59:55;01:04:19;01:10:10
03:51:43;03:57:22;01:59:13;02:01:07;01:04:19;01:10:10
03:51:44;03:53:29;01:59:13;02:08:26;01:04:19;01:10:10
03:51:44;03:55:06;01:59:14;01:59:59;01:04:20;01:10:11
03:51:44;03:55:35;01:59:14;02:00:56;01:04:20;01:10:11
03:51:44;03:57:30;01:59:14;02:01:17;01:04:19;01:10:11
03:51:44;03:57:30;01:59:14;02:02:38;01:04:19;01:10:11
03:51:45;03:56:26;01:59:14;02:04:33;01:04:20;01:10:12
03:51:46;03:54:33;01:59:15;02:00:02;01:04:20;01:10:12
03:51:46;04:05:02;01:59:15;02:01:06;01:04:21;01:10:13
03:51:47;03:56:40;01:59:15;02:01:08;01:04:21;01:10:13
03:51:47;03:56:40;01:59:15;02:02:03;01:04:22;01:10:14
03:51:47;03:56:45;01:59:15;02:04:19;01:04:22;01:10:14
03:51:47;03:57:58;01:59:16;02:00:28;01:04:22;01:10:14
03:51:47;03:57:58;01:59:16;02:03:23;01:04:22;01:10:14
03:51:47;03:58:18;01:59:16;02:05:27;01:04:24;01:10:16
03:51:47;04:00:40;01:59:17;02:00:05;01:04:24;01:10:16
03:51:47;04:00:40;01:59:17;02:00:35;01:04:24;01:10:16
03:51:47;04:02:39;01:59:17;02:02:58;01:04:25;01:10:17
03:51:47;04:02:39;01:59:17;02:03:27;01:04:25;01:10:17
03:51:49;04:01:03;01:59:17;02:08:25;01:04:25;01:10:18
03:51:50;03:57:14;01:59:18;02:02:58;01:04:25;01:10:18
03:51:50;03:58:21;01:59:18;02:02:58;01:04:25;01:10:18
03:51:51;03:55:49;01:59:18;02:04:44;01:04:25;01:10:18
03:51:51;03:58:57;01:59:19;02:00:06;01:04:25;01:10:18
03:51:51;03:59:39;01:59:19;02:00:24;01:04:26;01:10:19
03:51:51;03:59:53;01:59:19;02:00:39;01:04:26;01:10:19
03:51:53;04:03:50;01:59:19;02:01:16;01:04:26;01:10:19
03:51:55;03:55:19;01:59:19;02:01:19;01:04:27;01:10:20
03:51:55;03:57:52;01:59:20;02:00:02;01:04:27;01:10:20
03:51:57;03:55:27;01:59:20;02:00:11;01:04:26;01:10:20
03:51:57;03:55:27;01:59:20;02:00:31;01:04:26;01:10:20
03:51:58;04:02:02;01:59:20;02:06:56;01:04:27;01:10:21
03:52:00;03:56:04;01:59:21;02:03:28;01:04:27;01:10:21
03:52:00;03:56:08;01:59:21;02:08:16;01:04:27;01:10:21
03:52:00;03:57:37;01:59:22;02:00:16;01:04:27;01:10:21
03:52:00;03:57:37;01:59:22;02:01:14;01:04:28;01:10:22
03:52:01;03:57:34;01:59:22;02:02:03;01:04:28;01:10:22
03:52:02;03:57:22;01:59:22;02:06:41;01:04:29;01:10:23
03:52:02;03:57:33;01:59:22;02:08:14;01:04:29;01:10:23
03:52:02;03:59:00;01:59:23;02:02:45;01:04:29;01:10:23
03:52:02;03:59:00;01:59:23;02:04:07;01:04:31;01:10:25
03:52:02;03:59:33;01:59:24;02:01:41;01:04:30;01:10:25
03:52:03;04:03:54;01:59:24;02:03:06;01:04:30;01:10:25
03:52:03;04:03:54;01:59:24;02:04:20;01:04:30;01:10:25
03:52:04;03:53:37;01:59:24;02:07:13;01:04:30;01:10:25
03:52:04;03:53:37;01:59:25;02:00:50;01:04:31;01:10:26
03:52:04;03:56:25;01:59:25;02:01:11;01:04:31;01:10:26
03:52:05;03:59:36;01:59:25;02:03:37;01:04:31;01:10:26
03:52:06;03:56:35;01:59:26;02:00:58;01:04:32;01:10:27
03:52:06;03:57:07;01:59:26;02:01:11;01:04:32;01:10:27
03:52:06;03:57:07;01:59:26;02:01:28;01:04:32;01:10:27
03:52:06;03:59:12;01:59:26;02:01:52;01:04:32;01:10:27
03:52:08;03:57:03;01:59:26;02:02:12;01:04:32;01:10:27
03:52:08;03:57:03;01:59:26;02:03:11;01:04:33;01:10:28
03:52:08;04:02:12;01:59:26;02:06:22;01:04:33;01:10:28
03:52:10;03:57:03;01:59:26;02:07:03;01:04:33;01:10:28
03:52:10;03:58:21;01:59:27;02:00:19;01:04:33;01:10:28
03:52:10;03:58:21;01:59:27;02:05:04;01:04:33;01:10:28
03:52:13;03:59:37;01:59:27;02:07:01;01:04:32;01:10:28
03:52:14;04:01:46;01:59:28;02:02:13;01:04:33;01:10:29
03:52:14;04:05:36;01:59:28;02:03:41;01:04:33;01:10:29
03:52:15;03:55:15;01:59:28;02:03:56;01:04:33;01:10:29
03:52:15;03:55:15;01:59:29;01:59:33;01:04:33;01:10:29
03:52:15;03:59:58;01:59:29;02:07:32;01:04:33;01:10:29
03:52:15;03:59:58;01:59:30;02:00:25;01:04:34;01:10:30
03:52:16;03:55:46;01:59:30;02:00:33;01:04:34;01:10:30
03:52:16;03:55:46;01:59:30;02:01:30;01:04:35;01:10:31
03:52:16;03:56:08;01:59:30;02:01:52;01:04:35;01:10:31
03:52:17;04:01:34;01:59:30;02:02:26;01:04:36;01:10:32
03:52:19;04:01:16;01:59:30;02:05:20;01:04:37;01:10:33
03:52:19;04:01:16;01:59:30;02:05:48;01:04:36;01:10:33
03:52:23;04:00:08;01:59:30;02:06:56;01:04:36;01:10:33
03:52:23;04:02:49;01:59:30;02:07:56;01:04:37;01:10:34
03:52:25;03:57:15;01:59:31;02:00:26;01:04:37;01:10:34
03:52:26;03:55:13;01:59:31;02:00:57;01:04:38;01:10:35
03:52:26;03:58:53;01:59:31;02:03:08;01:04:39;01:10:36
03:52:26;03:58:53;01:59:32;02:00:18;01:04:39;01:10:36
03:52:27;03:55:00;01:59:32;02:00:27;01:04:39;01:10:36
03:52:28;03:56:33;01:59:32;02:02:33;01:04:39;01:10:36
03:52:28;03:58:01;01:59:32;02:02:56;01:04:40;01:10:37
03:52:28;03:58:01;01:59:32;02:02:58;01:04:40;01:10:37
03:52:28;03:58:36;01:59:32;02:03:51;01:04:40;01:10:37
03:52:28;04:02:30;01:59:32;02:04:57;01:04:40;01:10:37
03:52:30;04:03:11;01:59:32;02:05:40;01:04:41;01:10:38
03:52:31;03:59:16;01:59:32;02:07:07;01:04:41;01:10:38
03:52:31;04:06:01;01:59:33;02:01:06;01:04:41;01:10:38
03:52:32;04:05:18;01:59:33;02:01:12;01:04:42;01:10:39
03:52:32;04:05:18;01:59:33;02:01:39;01:04:41;01:10:39
03:52:33;03:56:01;01:59:33;02:01:43;01:04:41;01:10:39
03:52:34;03:55:49;01:59:33;02:06:58;01:04:42;01:10:40
03:52:34;03:57:54;01:59:34;01:59:58;01:04:42;01:10:40
03:52:36;04:03:10;01:59:34;02:00:12;01:04:42;01:10:40
03:52:37;03:55:45;01:59:34;02:00:40;01:04:43;01:10:41
03:52:37;03:59:12;01:59:34;02:01:19;01:04:43;01:10:41
03:52:37;03:59:12;01:59:34;02:01:23;01:04:43;01:10:41
03:52:37;04:02:16;01:59:34;02:07:21;01:04:43;01:10:41
03:52:38;03:56:22;01:59:35;02:00:52;01:04:44;01:10:42
03:52:38;03:56:22;01:59:35;02:01:30;01:04:44;01:10:42
03:52:38;03:59:28;01:59:35;02:03:47;01:04:44;01:10:42
03:52:38;03:59:28;01:59:36;02:01:09;01:04:44;01:10:42
03:52:40;04:00:34;01:59:36;02:01:25;01:04:43;01:10:42
03:52:40;04:00:34;01:59:36;02:01:48;01:04:43;01:10:42
03:52:40;04:00:50;01:59:36;02:01:54;01:04:43;01:10:42
03:52:40;04:06:03;01:59:36;02:04:43;01:04:43;01:10:42
03:52:40;04:06:03;01:59:36;02:05:37;01:04:43;01:10:42
03:52:41;03:53:26;01:59:36;02:08:43;01:04:44;01:10:43
03:52:41;03:53:26;01:59:37;02:00:38;01:04:44;01:10:43
03:52:41;03:54:36;01:59:38;02:03:15;01:04:44;01:10:43
03:52:41;03:58:19;01:59:38;02:04:52;01:04:44;01:10:43
03:52:41;03:58:19;01:59:38;02:06:08;01:04:45;01:10:44
03:52:42;04:04:04;01:59:38;02:06:29;01:04:45;01:10:44
03:52:44;03:55:51;01:59:39;02:00:30;01:04:45;01:10:44
03:52:45;03:53:45;01:59:39;02:02:47;01:04:45;01:10:44
03:52:47;03:57:32;01:59:39;02:05:43;01:04:45;01:10:45
03:52:47;04:01:04;01:59:40;02:00:14;01:04:45;01:10:45
03:52:48;03:58:48;01:59:40;02:00:18;01:04:45;01:10:45
03:52:48;03:58:48;01:59:40;02:02:32;01:04:46;01:10:46
03:52:49;03:55:52;01:59:40;02:02:59;01:04:46;01:10:46
03:52:49;03:58:09;01:59:40;02:04:48;01:04:46;01:10:46
03:52:50;03:57:32;01:59:40;02:04:53;01:04:46;01:10:46
03:52:50;04:02:35;01:59:40;02:05:38;01:04:46;01:10:46
03:52:50;04:02:35;01:59:41;01:59:45;01:04:46;01:10:46
03:52:51;04:00:28;01:59:41;02:01:50;01:04:46;01:10:46
03:52:52;03:58:09;01:59:41;02:04:47;01:04:47;01:10:47
03:52:52;03:58:09;01:59:41;02:05:04;01:04:47;01:10:47
03:52:52;03:59:15;01:59:42;02:03:49;01:04:48;01:10:48
03:52:52;04:01:52;01:59:43;02:01:28;01:04:49;01:10:49
03:52:53;03:56:58;01:59:43;02:05:00;01:04:49;01:10:49
03:52:53;04:01:55;01:59:44;02:00:16;01:04:48;01:10:49
03:52:54;03:54:08;01:59:44;02:02:29;01:04:48;01:10:49
03:52:54;03:54:08;01:59:44;02:02:43;01:04:49;01:10:50
03:52:54;03:55:57;01:59:44;02:04:43;01:04:50;01:10:51
03:52:54;03:55:57;01:59:45;02:00:06;01:04:51;01:10:52
03:52:55;04:02:18;01:59:45;02:02:29;01:04:51;01:10:52
03:52:55;04:02:18;01:59:46;02:00:55;01:04:51;01:10:52
03:52:56;03:57:17;01:59:46;02:02:10;01:04:51;01:10:52
03:52:56;04:02:26;01:59:46;02:02:51;01:04:52;01:10:53
03:52:57;03:59:42;01:59:46;02:05:30;01:04:51;01:10:53
03:52:57;03:59:42;01:59:48;02:02:32;01:04:51;01:10:53
03:52:58;03:57:43;01:59:48;02:06:55;01:04:51;01:10:53
03:52:58;03:58:55;01:59:49;02:01:33;01:04:51;01:10:54
03:52:58;04:00:46;01:59:49;02:02:48;01:04:51;01:10:54
03:52:59;03:56:09;01:59:49;02:05:05;01:04:52;01:10:55
03:52:59;04:03:24;01:59:49;02:05:14;01:04:52;01:10:55
03:53:00;03:58:00;01:59:49;02:05:58;01:04:52;01:10:55
03:53:00;03:58:09;01:59:49;02:06:10;01:04:52;01:10:55
03:53:00;03:58:09;01:59:50;02:01:34;01:04:53;01:10:56
03:53:01;03:57:59;01:59:50;02:01:43;01:04:53;01:10:56
03:53:02;03:57:19;01:59:51;02:01:42;01:04:55;01:10:58
03:53:02;03:57:19;01:59:51;02:08:08;01:04:54;01:10:58
03:53:02;03:59:13;01:59:52;02:00:03;01:04:55;01:10:59
03:53:02;04:02:12;01:59:52;02:01:08;01:04:55;01:10:59
03:53:03;03:59:14;01:59:52;02:01:58;01:04:55;01:10:59
03:53:03;04:01:25;01:59:52;02:02:07;01:04:56;01:11:00
03:53:03;04:01:25;01:59:52;02:03:00;01:04:56;01:11:00
03:53:04;04:05:58;01:59:52;02:04:09;01:04:56;01:11:00
03:53:05;04:00:43;01:59:53;02:01:34;01:04:57;01:11:01
03:53:06;03:58:24;01:59:53;02:01:39;01:04:57;01:11:01
03:53:07;03:58:27;01:59:53;02:04:40;01:04:58;01:11:02
03:53:09;03:59:06;01:59:53;02:04:44;01:04:58;01:11:02
03:53:10;03:57:55;01:59:54;02:02:18;01:04:58;01:11:02
03:53:10;03:57:55;01:59:54;02:03:07;01:04:58;01:11:02
03:53:10;04:02:29;01:59:55;02:01:19;01:04:59;01:11:03
03:53:10;04:02:29;01:59:55;02:03:18;01:04:59;01:11:03
03:53:11;03:58:42;01:59:57;02:00:46;01:04:59;01:11:03
03:53:11;04:02:15;01:59:57;02:03:35;01:05:00;01:11:04
03:53:13;03:58:22;01:59:57;02:08:09;01:04:59;01:11:04
03:53:13;03:58:22;01:59:58;02:00:42;01:04:59;01:11:04
03:53:13;04:00:34;01:59:58;02:01:34;01:05:00;01:11:05
03:53:14;03:59:09;01:59:58;02:02:01;01:05:01;01:11:06
03:53:14;04:02:37;01:59:58;02:02:07;01:05:01;01:11:06
03:53:15;03:57:11;01:59:58;02:03:35;01:05:01;01:11:06
03:53:15;03:58:17;01:59:58;02:04:37;01:05:01;01:11:06
03:53:16;04:00:17;01:59:58;02:08:09;01:05:02;01:11:07
03:53:18;04:02:08;01:59:59;02:04:07;01:05:02;01:11:07
03:53:18;04:02:08;01:59:59;02:05:24;01:05:02;01:11:07
03:53:18;04:03:37;01:59:59;02:06:26;01:05:02;01:11:07
03:53:20;04:04:12;01:59:59;02:07:32;01:05:02;01:11:07
03:53:21;03:58:15;02:00:01;02:02:26;01:05:03;01:11:08
03:53:21;03:58:23;02:00:02;02:01:32;01:05:03;01:11:08
03:53:22;03:57:22;02:00:02;02:01:51;01:05:03;01:11:08
03:53:22;04:04:24;02:00:02;02:02:09;01:05:02;01:11:08
03:53:23;04:00:08;02:00:03;02:01:35;01:05:03;01:11:09
03:53:23;04:00:08;02:00:03;02:02:31;01:05:03;01:11:09
03:53:23;04:04:13;02:00:04;02:01:00;01:05:03;01:11:09
03:53:24;03:59:32;02:00:04;02:01:15;01:05:03;01:11:09
03:53:26;03:57:34;02:00:04;02:01:44;01:05:04;01:11:10
03:53:27;03:57:33;02:00:04;02:04:27;01:05:04;01:11:10
03:53:27;04:01:59;02:00:04;02:04:52;01:05:04;01:11:10
03:53:28;03:54:24;02:00:04;02:06:53;01:05:04;01:11:10
03:53:29;04:02:19;02:00:05;02:00:48;01:05:05;01:11:11
03:53:29;04:02:19;02:00:06;02:05:22;01:05:05;01:11:11
03:53:30;03:58:44;02:00:06;02:05:56;01:05:06;01:11:12
03:53:30;04:00:10;02:00:07;02:02:39;01:05:06;01:11:12
03:53:31;03:59:03;02:00:07;02:04:03;01:05:07;01:11:13
03:53:31;03:59:53;02:00:07;02:05:12;01:05:07;01:11:13
03:53:31;04:01:48;02:00:08;02:01:36;01:05:07;01:11:13
03:53:32;03:57:40;02:00:08;02:04:58;01:05:07;01:11:14
03:53:32;03:58:07;02:00:09;02:02:54;01:05:08;01:11:15
03:53:32;04:03:16;02:00:09;02:04:03;01:05:08;01:11:15
03:53:34;04:01:41;02:00:09;02:04:40;01:05:08;01:11:15
03:53:34;04:03:12;02:00:09;02:05:28;01:05:08;01:11:15
03:53:35;03:58:10;02:00:09;02:06:14;01:05:08;01:11:15
03:53:36;04:05:25;02:00:10;02:00:59;01:05:08;01:11:15
03:53:38;03:57:46;02:00:10;02:02:12;01:05:08;01:11:15
03:53:38;04:06:44;02:00:10;02:03:28;01:05:09;01:11:16
03:53:42;03:57:33;02:00:11;02:01:46;01:05:09;01:11:16
03:53:42;03:58:52;02:00:11;02:03:45;01:05:09;01:11:16
03:53:42;04:03:52;02:00:11;02:05:42;01:05:09;01:11:16
03:53:43;04:06:24;02:00:12;02:01:46;01:05:10;01:11:17
03:53:44;04:06:05;02:00:12;02:01:46;01:05:10;01:11:17
03:53:46;03:57:54;02:00:12;02:07:53;01:05:10;01:11:17
03:53:46;03:59:35;02:00:13;02:01:38;01:05:10;01:11:18
03:53:46;04:05:43;02:00:13;02:01:39;01:05:10;01:11:18
03:53:47;03:57:17;02:00:13;02:02:46;01:05:10;01:11:18
03:53:47;03:58:45;02:00:13;02:07:23;01:05:11;01:11:19
03:53:47;04:01:41;02:00:14;02:00:49;01:05:11;01:11:19
03:53:47;04:01:41;02:00:14;02:02:24;01:05:11;01:11:19
03:53:47;04:02:02;02:00:14;02:03:14;01:05:11;01:11:19
03:53:48;03:57:07;02:00:14;02:07:26;01:05:12;01:11:20
03:53:48;03:58:46;02:00:15;02:03:11;01:05:12;01:11:20
03:53:48;04:06:11;02:00:15;02:06:36;01:05:12;01:11:20
03:53:49;03:57:41;02:00:16;02:02:43;01:05:12;01:11:20
03:53:49;04:02:15;02:00:16;02:05:26;01:05:12;01:11:20
03:53:49;04:07:05;02:00:16;02:06:30;01:05:12;01:11:20
03:53:50;03:57:32;02:00:16;02:06:30;01:05:13;01:11:21
03:53:50;04:00:13;02:00:16;02:07:02;01:05:14;01:11:22
03:53:50;04:00:13;02:00:16;02:07:56;01:05:15;01:11:23
03:53:50;04:06:22;02:00:16;02:13:19;01:05:14;01:11:23
03:53:50;04:06:22;02:00:17;02:02:42;01:05:14;01:11:23
03:53:50;04:06:49;02:00:17;02:03:07;01:05:14;01:11:23
03:53:50;04:06:49;02:00:17;02:06:32;01:05:14;01:11:23
03:53:51;03:57:30;02:00:17;02:07:44;01:05:14;01:11:23
03:53:52;03:59:35;02:00:18;02:05:29;01:05:15;01:11:24
03:53:53;04:06:41;02:00:18;02:05:59;01:05:15;01:11:24
03:53:55;04:06:12;02:00:19;02:01:42;01:05:16;01:11:25
03:53:55;04:06:12;02:00:19;02:03:39;01:05:16;01:11:25
03:53:56;04:06:43;02:00:19;02:05:30;01:05:16;01:11:25
03:53:56;04:06:43;02:00:20;02:07:21;01:05:16;01:11:25
03:53:57;03:56:49;02:00:21;02:01:08;01:05:17;01:11:26
03:53:57;03:59:11;02:00:22;02:06:08;01:05:17;01:11:26
03:53:58;03:59:16;02:00:22;02:08:14;01:05:16;01:11:26
03:53:59;04:01:59;02:00:22;02:08:19;01:05:16;01:11:26
03:54:00;03:58:22;02:00:23;02:02:24;01:05:16;01:11:26
03:54:01;03:55:28;02:00:23;02:06:39;01:05:17;01:11:27
03:54:01;03:59:54;02:00:24;02:01:50;01:05:18;01:11:28
03:54:02;03:56:28;02:00:24;02:03:36;01:05:19;01:11:29
03:54:03;03:59:17;02:00:24;02:05:56;01:05:19;01:11:29
03:54:04;04:02:30;02:00:24;02:06:22;01:05:20;01:11:30
03:54:05;04:00:16;02:00:25;02:02:48;01:05:19;01:11:30
03:54:05;04:01:45;02:00:25;02:03:09;01:05:19;01:11:30
03:54:05;04:01:45;02:00:25;02:03:09;01:05:20;01:11:31
03:54:06;03:56:55;02:00:26;02:03:20;01:05:20;01:11:31
03:54:06;04:00:01;02:00:26;02:03:35;01:05:20;01:11:31
03:54:07;03:59:58;02:00:26;02:04:18;01:05:22;01:11:33
03:54:07;04:00:00;02:00:26;02:07:19;01:05:22;01:11:33
03:54:07;04:00:21;02:00:26;02:09:15;01:05:23;01:11:34
03:54:07;04:00:21;02:00:27;02:01:36;01:05:22;01:11:34
03:54:08;03:59:22;02:00:27;02:01:41;01:05:22;01:11:34
03:54:08;04:03:08;02:00:27;02:01:50;01:05:22;01:11:34
03:54:10;03:58:43;02:00:27;02:02:50;01:05:23;01:11:35
03:54:10;04:06:47;02:00:27;02:04:19;01:05:23;01:11:35
03:54:11;03:55:52;02:00:27;02:06:34;01:05:23;01:11:35
03:54:11;03:59:40;02:00:27;02:07:58;01:05:23;01:11:35
03:54:11;04:04:47;02:00:27;02:08:43;01:05:23;01:11:35
03:54:12;04:00:47;02:00:28;02:01:32;01:05:22;01:11:35
03:54:12;04:00:47;02:00:28;02:03:38;01:05:22;01:11:35
03:54:13;03:58:37;02:00:28;02:05:10;01:05:23;01:11:36
03:54:13;03:59:40;02:00:28;02:05:28;01:05:24;01:11:37
03:54:14;03:58:27;02:00:28;02:06:48;01:05:24;01:11:37
03:54:16;03:58:45;02:00:28;02:09:45;01:05:24;01:11:37
03:54:16;03:58:45;02:00:29;02:00:33;01:05:25;01:11:38
03:54:17;03:56:32;02:00:29;02:02:10;01:05:25;01:11:38
03:54:17;03:56:32;02:00:29;02:02:43;01:05:26;01:11:39
03:54:17;03:59:11;02:00:29;02:03:51;01:05:26;01:11:39
03:54:17;03:59:52;02:00:30;02:00:54;01:05:27;01:11:40
03:54:17;04:01:34;02:00:30;02:04:24;01:05:28;01:11:41
03:54:17;04:01:34;02:00:30;02:08:48;01:05:28;01:11:41
03:54:18;04:03:15;02:00:31;02:04:30;01:05:28;01:11:41
03:54:18;04:03:35;02:00:32;02:02:09;01:05:28;01:11:41
03:54:19;03:58:59;02:00:32;02:02:33;01:05:28;01:11:42
03:54:19;04:00:46;02:00:32;02:03:48;01:05:28;01:11:42
03:54:19;04:00:46;02:00:32;02:04:00;01:05:28;01:11:42
03:54:19;04:01:33;02:00:33;02:01:14;01:05:30;01:11:44
03:54:20;04:00:44;02:00:33;02:01:58;01:05:31;01:11:45
03:54:20;04:00:44;02:00:33;02:03:13;01:05:32;01:11:46
03:54:23;03:59:41;02:00:34;02:03:10;01:05:32;01:11:46
03:54:23;04:00:10;02:00:34;02:06:03;01:05:33;01:11:47
03:54:23;04:00:10;02:00:34;02:08:01;01:05:34;01:11:48
03:54:23;04:00:10;02:00:35;02:01:44;01:05:34;01:11:48
03:54:25;04:05:50;02:00:35;02:01:57;01:05:35;01:11:49
03:54:26;04:04:16;02:00:35;02:02:29;01:05:35;01:11:49
03:54:27;04:06:17;02:00:35;02:03:27;01:05:36;01:11:50
03:54:27;04:06:17;02:00:36;02:01:27;01:05:36;01:11:50
03:54:28;03:58:57;02:00:36;02:01:31;01:05:35;01:11:50
03:54:28;03:58:57;02:00:36;02:02:29;01:05:35;01:11:50
