mara1;mara2;half1;half2;ten1;ten2
02:52:28;02:54:52;01:28:01;01:28:39;00:44:39;00:44:55
02:52:30;02:54:51;01:28:02;01:28:12;00:44:44;00:45:00
02:52:31;02:53:20;01:28:03;01:28:47;00:44:44;00:45:00
02:52:33;02:54:15;01:28:04;01:28:07;00:44:45;00:45:01
02:52:34;02:53:36;01:28:04;01:28:23;00:44:45;00:45:01
02:52:37;02:53:46;01:28:05;01:28:19;00:44:49;00:45:05
02:52:39;02:53:10;01:28:06;01:28:22;00:44:50;00:45:06
02:52:45;02:54:05;01:28:06;01:28:25;00:44:50;00:45:06
02:52:49;02:53:28;01:28:06;01:28:59;00:44:51;00:45:07
02:52:49;02:53:36;01:28:07;01:28:21;00:44:51;00:45:07
02:52:52;02:53:08;01:28:08;01:28:10;00:44:52;00:45:08
02:52:54;02:53:41;01:28:08;01:29:00;00:44:53;00:45:09
02:52:54;02:53:45;01:28:09;01:28:19;00:44:54;00:45:10
02:52:58;02:53:15;01:28:10;01:32:55;00:44:55;00:45:11
02:52:58;02:54:18;01:28:11;01:28:28;00:44:57;00:45:13
02:52:59;02:54:05;01:28:11;01:29:12;00:44:58;00:45:14
02:53:02;02:54:50;01:28:12;01:28:13;00:44:59;00:45:15
02:53:04;02:54:06;01:28:16;01:28:25;00:45:01;00:45:17
02:53:06;02:53:23;01:28:18;01:28:26;00:45:01;00:45:18
02:53:12;02:53:32;01:28:20;01:28:43;00:45:01;00:45:18
02:53:19;02:53:50;01:28:22;01:28:55;00:45:04;00:45:21
02:53:19;02:53:50;01:28:22;01:29:12;00:45:05;00:45:22
02:53:22;02:54:15;01:28:23;01:29:02;00:45:05;00:45:22
02:53:22;02:54:15;01:28:25;01:28:40;00:45:07;00:45:24
02:53:30;02:53:50;01:28:25;01:30:48;00:45:08;00:45:25
02:53:35;02:54:10;01:28:26;01:28:58;00:45:08;00:45:25
02:53:39;02:54:08;01:28:27;01:29:51;00:45:10;00:45:27
02:53:42;02:54:07;01:28:28;01:28:48;00:45:10;00:45:27
02:53:42;02:54:07;01:28:28;01:29:08;00:45:10;00:45:27
02:53:43;02:54:22;01:28:29;01:28:35;00:45:11;00:45:28
02:53:44;02:54:13;01:28:30;01:35:15;00:45:11;00:45:28
02:53:46;02:54:09;01:28:31;01:29:20;00:45:11;00:45:28
02:53:51;02:56:28;01:28:32;01:28:50;00:45:13;00:45:30
02:53:52;02:55:30;01:28:33;01:29:10;00:45:14;00:45:31
02:53:53;02:56:01;01:28:34;01:29:02;00:45:14;00:45:31
02:53:56;02:54:27;01:28:36;01:28:38;00:45:15;00:45:32
02:53:56;02:54:27;01:28:36;01:28:54;00:45:15;00:45:32
02:54:03;02:54:30;01:28:37;01:28:44;00:45:15;00:45:32
02:54:03;02:54:30;01:28:37;01:29:05;00:45:16;00:45:34
02:54:06;02:55:37;01:28:39;01:28:46;00:45:16;00:45:34
02:54:14;02:55:08;01:28:42;01:30:23;00:45:17;00:45:35
02:54:23;02:56:00;01:28:43;01:29:26;00:45:18;00:45:36
02:54:23;02:56:00;01:28:44;01:28:46;00:45:19;00:45:37
02:54:28;02:55:15;01:28:47;01:29:12;00:45:19;00:45:37
02:54:29;02:55:18;01:28:48;01:28:55;00:45:19;00:45:37
02:54:35;02:55:10;01:28:48;01:29:03;00:45:21;00:45:39
02:54:38;02:54:53;01:28:48;01:29:11;00:45:22;00:45:40
02:54:40;03:04:59;01:28:48;01:29:23;00:45:24;00:45:42
02:54:41;02:55:28;01:28:49;01:29:31;00:45:24;00:45:42
02:54:44;02:54:50;01:28:50;01:28:55;00:45:26;00:45:44
02:54:46;02:55:29;01:28:50;01:29:13;00:45:27;00:45:45
02:54:49;02:55:24;01:28:50;01:36:41;00:45:28;00:45:46
02:54:49;02:56:24;01:28:51;01:29:01;00:45:28;00:45:46
02:54:49;02:56:24;01:28:52;01:29:15;00:45:28;00:45:46
02:54:50;02:55:21;01:28:53;01:29:11;00:45:29;00:45:47
02:54:50;02:55:21;01:28:53;01:30:33;00:45:29;00:45:47
02:54:51;02:56:08;01:28:55;01:33:26;00:45:29;00:45:47
02:54:51;02:56:08;01:28:56;01:29:08;00:45:28;00:45:47
02:54:54;02:55:25;01:28:56;01:29:10;00:45:29;00:45:48
02:54:59;02:55:11;01:28:57;01:28:59;00:45:29;00:45:48
02:54:59;02:55:11;01:28:59;01:29:11;00:45:29;00:45:48
02:54:59;02:55:38;01:28:59;01:29:21;00:45:30;00:45:49
02:55:00;02:56:38;01:29:01;01:29:32;00:45:31;00:45:50
02:55:04;02:56:56;01:29:02;01:29:12;00:45:32;00:45:51
02:55:04;02:56:56;01:29:02;01:29:17;00:45:33;00:45:52
02:55:04;02:57:52;01:29:03;01:29:09;00:45:33;00:45:52
02:55:04;02:57:52;01:29:04;01:29:16;00:45:34;00:45:53
02:55:07;02:55:14;01:29:05;01:29:21;00:45:34;00:45:53
02:55:07;02:55:56;01:29:07;01:35:52;00:45:35;00:45:54
02:55:07;02:55:56;01:29:12;01:29:16;00:45:37;00:45:56
02:55:08;02:58:27;01:29:12;01:29:24;00:45:37;00:45:56
02:55:08;02:58:27;01:29:12;01:30:14;00:45:38;00:45:57
02:55:08;02:59:06;01:29:13;01:30:27;00:45:39;00:45:58
02:55:08;03:02:56;01:29:15;01:29:27;00:45:39;00:45:58
02:55:09;02:55:50;01:29:15;01:29:27;00:45:38;00:45:58
02:55:10;02:56:12;01:29:15;01:29:31;00:45:38;00:45:58
02:55:12;02:55:44;01:29:15;01:30:42;00:45:39;00:45:59
02:55:13;02:59:29;01:29:15;01:30:53;00:45:42;00:46:02
02:55:17;02:55:58;01:29:17;01:29:29;00:45:42;00:46:02
02:55:19;02:56:24;01:29:17;01:30:12;00:45:43;00:46:03
02:55:20;02:57:02;01:29:21;01:29:27;00:45:44;00:46:04
02:55:21;02:55:53;01:29:21;01:31:21;00:45:45;00:46:05
02:55:22;02:57:41;01:29:22;01:29:45;00:45:47;00:46:07
02:55:22;02:57:53;01:29:22;01:30:27;00:45:47;00:46:07
02:55:22;02:57:53;01:29:25;01:30:08;00:45:48;00:46:08
02:55:26;02:56:52;01:29:30;01:30:18;00:45:51;00:46:11
02:55:26;02:56:52;01:29:30;01:30:28;00:45:51;00:46:11
02:55:26;02:56:55;01:29:32;01:29:55;00:45:52;00:46:12
02:55:27;02:55:47;01:29:32;01:30:04;00:45:52;00:46:12
02:55:27;03:00:15;01:29:32;01:31:32;00:45:52;00:46:12
02:55:38;02:56:25;01:29:33;01:29:38;00:45:53;00:46:14
02:55:38;02:57:47;01:29:33;01:30:00;00:45:55;00:46:16
02:55:42;02:57:22;01:29:35;01:30:05;00:45:55;00:46:16
02:55:43;03:02:00;01:29:35;01:30:10;00:45:55;00:46:16
02:55:44;02:56:16;01:29:36;01:29:49;00:45:59;00:46:20
02:55:45;02:57:33;01:29:36;01:31:05;00:45:59;00:46:20
02:55:50;02:55:52;01:29:38;01:30:15;00:45:59;00:46:20
02:55:50;02:56:07;01:29:38;01:30:16;00:45:59;00:46:20
02:55:53;02:56:59;01:29:38;01:30:37;00:46:00;00:46:21
02:55:54;02:56:26;01:29:39;01:30:11;00:46:00;00:46:21
02:55:56;02:56:47;01:29:40;01:30:09;00:46:00;00:46:21
02:55:56;03:02:03;01:29:44;01:32:03;00:46:00;00:46:21
02:55:57;02:56:40;01:29:46;01:29:57;00:46:02;00:46:23
02:55:59;02:57:28;01:29:48;01:30:00;00:46:02;00:46:23
02:56:03;02:56:13;01:29:48;01:30:37;00:46:03;00:46:24
02:56:03;02:56:13;01:29:49;01:29:51;00:46:04;00:46:25
02:56:03;02:56:42;01:29:49;01:30:02;00:46:05;00:46:26
02:56:05;02:58:04;01:29:53;01:30:06;00:46:06;00:46:27
02:56:06;02:57:51;01:29:54;01:30:08;00:46:07;00:46:28
02:56:06;02:57:51;01:29:56;01:33:55;00:46:08;00:46:29
02:56:07;02:57:49;01:30:00;01:30:07;00:46:09;00:46:30
02:56:07;02:57:56;01:30:00;01:30:13;00:46:09;00:46:31
02:56:10;02:56:47;01:30:00;01:30:42;00:46:10;00:46:32
02:56:10;02:58:08;01:30:01;01:30:15;00:46:11;00:46:33
02:56:10;02:58:08;01:30:01;01:33:35;00:46:11;00:46:33
02:56:10;02:58:09;01:30:03;01:30:17;00:46:11;00:46:33
02:56:12;02:56:47;01:30:03;01:30:29;00:46:11;00:46:33
02:56:12;02:56:53;01:30:03;01:31:45;00:46:12;00:46:34
02:56:12;02:58:48;01:30:04;01:30:27;00:46:12;00:46:34
02:56:15;02:56:52;01:30:06;01:30:26;00:46:13;00:46:35
02:56:15;02:56:52;01:30:06;01:32:54;00:46:13;00:46:35
02:56:17;02:56:37;01:30:07;01:30:08;00:46:14;00:46:36
02:56:17;02:58:03;01:30:07;01:30:26;00:46:14;00:46:36
02:56:17;02:58:03;01:30:07;01:30:47;00:46:14;00:46:36
02:56:18;02:56:57;01:30:12;01:30:14;00:46:15;00:46:37
02:56:19;02:57:24;01:30:12;01:34:43;00:46:15;00:46:37
02:56:23;02:57:04;01:30:13;01:30:23;00:46:15;00:46:37
02:56:24;02:57:42;01:30:13;01:36:30;00:46:15;00:46:38
02:56:24;02:57:42;01:30:15;01:30:21;00:46:16;00:46:39
02:56:25;02:58:11;01:30:16;01:30:53;00:46:17;00:46:40
02:56:25;02:58:11;01:30:17;01:30:32;00:46:17;00:46:40
02:56:31;02:57:12;01:30:18;01:30:54;00:46:17;00:46:40
02:56:32;02:57:15;01:30:21;01:30:26;00:46:18;00:46:41
02:56:32;02:57:15;01:30:21;01:30:27;00:46:18;00:46:41
02:56:33;02:58:15;01:30:21;01:31:35;00:46:19;00:46:42
02:56:33;02:58:25;01:30:22;01:30:25;00:46:23;00:46:46
02:56:33;02:58:25;01:30:22;01:30:30;00:46:23;00:46:46
02:56:34;02:59:38;01:30:22;01:31:44;00:46:24;00:46:47
02:56:35;02:56:50;01:30:24;01:31:43;00:46:24;00:46:47
02:56:35;02:59:39;01:30:25;01:31:30;00:46:25;00:46:48
02:56:36;02:57:29;01:30:25;01:32:04;00:46:25;00:46:48
02:56:36;02:57:29;01:30:26;01:30:44;00:46:28;00:46:52
02:56:38;02:58:53;01:30:26;01:30:51;00:46:28;00:46:52
02:56:38;02:59:12;01:30:30;01:30:34;00:46:28;00:46:52
02:56:41;02:58:19;01:30:33;01:31:44;00:46:30;00:46:54
02:56:42;02:57:23;01:30:34;01:30:59;00:46:32;00:46:56
02:56:42;02:58:06;01:30:35;01:30:45;00:46:33;00:46:57
02:56:43;02:57:15;01:30:36;01:37:09;00:46:34;00:46:58
02:56:44;03:02:45;01:30:37;01:30:41;00:46:34;00:46:58
02:56:48;02:57:25;01:30:37;01:31:07;00:46:35;00:46:59
02:56:48;02:57:25;01:30:37;01:31:33;00:46:36;00:47:00
02:56:49;02:57:14;01:30:38;01:30:45;00:46:36;00:47:00
02:56:49;02:57:14;01:30:41;01:31:00;00:46:37;00:47:01
02:56:51;02:57:42;01:30:41;01:35:48;00:46:39;00:47:03
02:56:51;02:57:45;01:30:45;01:32:07;00:46:39;00:47:03
02:56:58;02:58:11;01:30:46;01:31:23;00:46:40;00:47:04
02:56:59;02:58:08;01:30:48;01:32:01;00:46:40;00:47:04
02:56:59;02:58:13;01:30:49;01:31:12;00:46:41;00:47:05
02:57:03;03:04:11;01:30:49;01:32:30;00:46:42;00:47:07
02:57:03;03:04:11;01:30:50;01:30:59;00:46:42;00:47:07
02:57:04;02:58:13;01:30:55;01:31:35;00:46:42;00:47:07
02:57:06;02:57:48;01:30:55;01:31:35;00:46:43;00:47:08
02:57:06;02:58:08;01:30:56;01:31:09;00:46:44;00:47:09
02:57:06;02:58:15;01:30:56;01:32:20;00:46:46;00:47:11
02:57:07;02:58:33;01:30:57;01:31:08;00:46:48;00:47:13
02:57:07;02:58:33;01:30:57;01:31:30;00:46:50;00:47:15
02:57:07;03:02:43;01:30:57;01:31:31;00:46:51;00:47:16
02:57:07;03:02:43;01:30:57;01:33:01;00:46:51;00:47:16
02:57:09;02:57:38;01:30:58;01:31:14;00:46:51;00:47:16
02:57:09;02:58:18;01:30:59;01:31:15;00:46:55;00:47:20
02:57:10;03:00:30;01:31:00;01:31:14;00:46:55;00:47:20
02:57:12;02:59:39;01:31:00;01:31:52;00:46:56;00:47:21
02:57:13;02:57:45;01:31:01;01:31:16;00:46:58;00:47:23
02:57:16;02:58:30;01:31:02;01:31:28;00:47:00;00:47:25
02:57:18;02:58:18;01:31:02;01:31:34;00:46:59;00:47:25
02:57:19;02:59:01;01:31:04;01:31:19;00:47:00;00:47:26
02:57:20;02:58:14;01:31:06;01:31:19;00:47:01;00:47:27
02:57:20;02:58:44;01:31:08;01:31:23;00:47:01;00:47:27
02:57:21;02:58:00;01:31:10;01:31:35;00:47:01;00:47:27
02:57:21;02:58:59;01:31:11;01:31:13;00:47:02;00:47:28
02:57:24;02:58:03;01:31:13;01:31:17;00:47:02;00:47:28
02:57:28;02:57:35;01:31:15;01:31:16;00:47:02;00:47:28
02:57:28;02:58:59;01:31:15;01:31:26;00:47:02;00:47:28
02:57:28;02:59:08;01:31:15;01:31:38;00:47:03;00:47:29
02:57:29;02:57:58;01:31:16;01:31:49;00:47:03;00:47:29
02:57:29;02:58:47;01:31:16;01:32:31;00:47:03;00:47:29
02:57:29;02:59:09;01:31:18;01:37:47;00:47:04;00:47:30
02:57:29;02:59:17;01:31:19;01:31:50;00:47:05;00:47:31
02:57:31;02:58:03;01:31:20;01:33:02;00:47:08;00:47:34
02:57:31;02:59:58;01:31:21;01:34:09;00:47:08;00:47:34
02:57:33;02:58:53;01:31:23;01:32:34;00:47:08;00:47:34
02:57:33;03:03:59;01:31:25;01:34:28;00:47:09;00:47:35
02:57:33;03:03:59;01:31:31;01:31:38;00:47:09;00:47:35
02:57:36;02:59:11;01:31:31;01:32:05;00:47:09;00:47:35
02:57:36;02:59:11;01:31:32;01:33:54;00:47:08;00:47:35
02:57:40;02:58:58;01:31:36;01:31:55;00:47:09;00:47:36
02:57:41;02:58:04;01:31:37;01:33:51;00:47:09;00:47:36
02:57:41;03:00:15;01:31:37;01:35:26;00:47:10;00:47:37
02:57:42;03:00:14;01:31:38;01:31:48;00:47:11;00:47:38
02:57:42;03:00:14;01:31:38;01:35:28;00:47:11;00:47:38
02:57:43;02:58:34;01:31:39;01:32:24;00:47:12;00:47:39
02:57:43;02:59:20;01:31:40;01:31:50;00:47:12;00:47:39
02:57:43;02:59:25;01:31:40;01:39:19;00:47:13;00:47:40
02:57:43;02:59:51;01:31:41;01:32:36;00:47:13;00:47:40
02:57:44;02:58:53;01:31:43;01:31:53;00:47:14;00:47:41
02:57:45;02:58:05;01:31:43;01:31:57;00:47:15;00:47:42
02:57:47;02:59:14;01:31:43;01:35:53;00:47:15;00:47:42
02:57:48;02:58:27;01:31:45;01:31:59;00:47:15;00:47:42
02:57:51;02:58:40;01:31:46;01:32:00;00:47:16;00:47:43
02:57:51;02:58:40;01:31:46;01:32:07;00:47:15;00:47:43
02:57:52;02:58:57;01:31:46;01:36:51;00:47:15;00:47:43
02:57:52;02:59:34;01:31:48;01:31:55;00:47:18;00:47:46
02:57:53;02:59:28;01:31:48;01:32:04;00:47:19;00:47:47
02:58:01;02:59:41;01:31:48;01:33:54;00:47:19;00:47:47
02:58:02;02:59:51;01:31:50;01:32:40;00:47:20;00:47:48
02:58:03;02:59:20;01:31:50;01:36:18;00:47:20;00:47:48
02:58:05;02:59:42;01:31:51;01:37:00;00:47:21;00:47:49
02:58:06;03:01:01;01:31:53;01:32:05;00:47:21;00:47:49
02:58:06;03:01:01;01:31:53;01:32:17;00:47:21;00:47:49
02:58:07;02:59:19;01:31:54;01:31:59;00:47:22;00:47:50
02:58:07;02:59:19;01:31:54;01:39:01;00:47:22;00:47:50
02:58:08;02:59:28;01:31:57;01:32:25;00:47:23;00:47:51
02:58:09;02:58:38;01:31:58;01:32:33;00:47:24;00:47:52
02:58:09;02:58:38;01:31:58;01:38:32;00:47:27;00:47:55
02:58:10;02:59:50;01:31:59;01:32:45;00:47:28;00:47:56
02:58:11;02:58:50;01:32:01;01:32:14;00:47:28;00:47:56
02:58:11;02:58:50;01:32:01;01:32:23;00:47:28;00:47:56
02:58:11;02:58:54;01:32:03;01:32:12;00:47:31;00:47:59
02:58:11;02:58:54;01:32:03;01:32:18;00:47:31;00:47:59
02:58:11;02:59:25;01:32:05;01:35:29;00:47:30;00:47:59
02:58:11;02:59:25;01:32:07;01:32:19;00:47:30;00:47:59
02:58:13;03:00:22;01:32:08;01:32:32;00:47:31;00:48:00
02:58:14;02:59:52;01:32:10;01:34:19;00:47:33;00:48:02
02:58:14;02:59:52;01:32:11;01:32:35;00:47:34;00:48:03
02:58:14;02:59:52;01:32:11;01:34:56;00:47:35;00:48:04
02:58:14;03:03:25;01:32:15;01:32:26;00:47:36;00:48:05
02:58:18;03:00:27;01:32:15;01:32:41;00:47:36;00:48:05
02:58:19;02:59:36;01:32:16;01:32:24;00:47:37;00:48:06
02:58:20;02:59:29;01:32:16;01:32:29;00:47:38;00:48:07
02:58:23;02:58:55;01:32:17;01:33:05;00:47:38;00:48:07
02:58:23;02:58:55;01:32:18;01:32:20;00:47:38;00:48:07
02:58:23;02:59:43;01:32:19;01:32:40;00:47:39;00:48:08
02:58:23;03:01:43;01:32:19;01:32:44;00:47:40;00:48:09
02:58:24;02:59:07;01:32:20;01:32:28;00:47:41;00:48:10
02:58:24;02:59:07;01:32:21;01:32:42;00:47:40;00:48:10
02:58:26;02:59:44;01:32:22;01:32:46;00:47:41;00:48:11
02:58:26;03:00:06;01:32:22;01:32:57;00:47:42;00:48:12
02:58:26;03:00:06;01:32:22;01:34:21;00:47:42;00:48:12
02:58:27;02:59:11;01:32:23;01:32:29;00:47:42;00:48:12
02:58:27;02:59:47;01:32:23;01:33:53;00:47:43;00:48:13
02:58:27;03:00:32;01:32:27;01:32:39;00:47:43;00:48:13
02:58:27;03:00:32;01:32:32;01:32:35;00:47:43;00:48:13
02:58:29;02:59:20;01:32:35;01:33:15;00:47:43;00:48:13
02:58:29;03:00:48;01:32:36;01:33:33;00:47:46;00:48:16
02:58:29;03:00:51;01:32:38;01:33:02;00:47:46;00:48:16
02:58:30;02:58:55;01:32:38;01:33:03;00:47:47;00:48:17
02:58:30;02:59:21;01:32:40;01:32:43;00:47:47;00:48:17
02:58:35;02:59:49;01:32:40;01:32:49;00:47:48;00:48:18
02:58:35;02:59:49;01:32:40;01:33:24;00:47:49;00:48:19
02:58:35;03:00:14;01:32:40;01:39:00;00:47:51;00:48:21
02:58:35;03:00:14;01:32:41;01:32:55;00:47:51;00:48:22
02:58:35;03:00:17;01:32:43;01:32:49;00:47:51;00:48:22
02:58:36;03:00:28;01:32:43;01:32:59;00:47:51;00:48:22
02:58:36;03:00:28;01:32:43;01:33:20;00:47:52;00:48:23
02:58:37;02:59:43;01:32:44;01:32:59;00:47:52;00:48:23
02:58:39;03:00:41;01:32:45;01:33:09;00:47:52;00:48:23
02:58:39;03:01:10;01:32:45;01:33:11;00:47:52;00:48:23
02:58:40;03:02:16;01:32:47;01:32:49;00:47:53;00:48:24
02:58:41;03:00:30;01:32:47;01:38:21;00:47:53;00:48:24
02:58:42;02:59:11;01:32:48;01:33:26;00:47:54;00:48:25
02:58:42;02:59:11;01:32:48;01:35:32;00:47:54;00:48:25
02:58:42;02:59:36;01:32:51;01:32:58;00:47:54;00:48:25
02:58:43;02:59:15;01:32:52;01:33:27;00:47:55;00:48:26
02:58:43;02:59:15;01:32:54;01:35:35;00:47:56;00:48:27
02:58:43;02:59:45;01:32:55;01:33:45;00:47:56;00:48:27
02:58:43;02:59:49;01:32:56;01:33:02;00:47:56;00:48:27
02:58:43;02:59:49;01:32:57;01:36:19;00:47:55;00:48:27
02:58:43;02:59:52;01:32:58;01:33:07;00:47:56;00:48:28
02:58:43;02:59:52;01:32:58;01:35:41;00:47:57;00:48:29
02:58:44;02:59:04;01:33:00;01:33:07;00:47:57;00:48:29
02:58:44;02:59:04;01:33:00;01:33:19;00:47:58;00:48:30
02:58:44;02:59:11;01:33:00;01:40:11;00:47:58;00:48:30
02:58:44;02:59:16;01:33:01;01:37:35;00:47:59;00:48:31
02:58:44;02:59:16;01:33:02;01:33:32;00:48:00;00:48:32
02:58:44;03:00:33;01:33:02;01:33:35;00:48:00;00:48:32
02:58:45;02:59:26;01:33:05;01:39:18;00:48:01;00:48:33
02:58:46;02:59:55;01:33:06;01:33:09;00:48:02;00:48:34
02:58:46;02:59:55;01:33:07;01:33:37;00:48:03;00:48:35
02:58:46;03:00:23;01:33:10;01:33:23;00:48:03;00:48:35
02:58:47;02:59:38;01:33:10;01:33:30;00:48:03;00:48:35
02:58:49;02:59:21;01:33:11;01:35:24;00:48:04;00:48:36
02:58:51;03:00:09;01:33:13;01:33:38;00:48:04;00:48:36
02:58:52;03:03:19;01:33:13;01:37:23;00:48:05;00:48:37
02:58:52;03:03:19;01:33:14;01:33:20;00:48:06;00:48:38
02:58:53;03:00:03;01:33:14;01:33:36;00:48:05;00:48:38
02:58:53;03:00:03;01:33:14;01:35:55;00:48:06;00:48:39
02:58:53;03:00:11;01:33:15;01:33:45;00:48:08;00:48:41
02:58:53;03:00:17;01:33:16;01:33:27;00:48:08;00:48:41
02:58:55;03:00:05;01:33:16;01:33:30;00:48:08;00:48:41
02:58:56;02:59:29;01:33:16;01:34:35;00:48:09;00:48:42
02:58:56;02:59:43;01:33:18;01:33:35;00:48:09;00:48:42
02:58:57;03:00:36;01:33:19;01:33:39;00:48:10;00:48:43
02:58:57;03:00:36;01:33:19;01:34:01;00:48:12;00:48:45
02:58:57;03:06:25;01:33:20;01:33:22;00:48:12;00:48:45
02:58:58;02:59:40;01:33:20;01:33:57;00:48:13;00:48:46
02:58:58;02:59:51;01:33:21;01:34:01;00:48:13;00:48:46
02:58:58;02:59:51;01:33:22;01:40:26;00:48:13;00:48:46
02:58:58;03:01:19;01:33:23;01:34:02;00:48:13;00:48:46
02:58:59;02:59:25;01:33:25;01:33:42;00:48:13;00:48:46
02:58:59;02:59:48;01:33:25;01:37:45;00:48:13;00:48:46
02:58:59;02:59:48;01:33:26;01:33:57;00:48:16;00:48:49
02:58:59;03:00:05;01:33:26;01:34:05;00:48:18;00:48:51
02:59:01;03:00:53;01:33:28;01:33:38;00:48:18;00:48:51
02:59:02;02:59:35;01:33:28;01:33:45;00:48:18;00:48:52
02:59:02;02:59:41;01:33:29;01:33:40;00:48:18;00:48:52
02:59:02;02:59:41;01:33:30;01:33:53;00:48:18;00:48:52
02:59:02;03:00:02;01:33:33;01:33:58;00:48:19;00:48:53
02:59:03;02:59:54;01:33:34;01:33:49;00:48:19;00:48:53
02:59:03;03:00:23;01:33:34;01:34:34;00:48:19;00:48:53
02:59:03;03:00:23;01:33:35;01:33:52;00:48:19;00:48:53
02:59:05;02:59:42;01:33:36;01:33:50;00:48:20;00:48:54
02:59:05;02:59:42;01:33:37;01:34:01;00:48:20;00:48:54
02:59:05;03:00:02;01:33:37;01:38:05;00:48:22;00:48:56
02:59:06;02:59:34;01:33:38;01:34:42;00:48:22;00:48:57
02:59:09;02:59:19;01:33:39;01:36:27;00:48:22;00:48:57
02:59:10;02:59:54;01:33:40;01:33:49;00:48:22;00:48:57
02:59:10;02:59:54;01:33:40;01:33:54;00:48:24;00:48:59
02:59:11;02:59:31;01:33:40;01:34:00;00:48:24;00:48:59
02:59:11;02:59:31;01:33:40;01:34:43;00:48:25;00:49:00
02:59:12;03:00:32;01:33:41;01:33:57;00:48:25;00:49:00
02:59:12;03:00:32;01:33:42;01:34:09;00:48:25;00:49:00
02:59:13;02:59:20;01:33:44;01:33:57;00:48:26;00:49:01
02:59:13;02:59:20;01:33:44;01:34:12;00:48:26;00:49:01
02:59:13;03:06:27;01:33:44;01:34:50;00:48:27;00:49:02
02:59:14;03:00:19;01:33:46;01:34:02;00:48:28;00:49:03
02:59:14;03:00:29;01:33:46;01:34:16;00:48:29;00:49:04
02:59:14;03:00:29;01:33:46;01:34:43;00:48:30;00:49:05
02:59:14;03:00:29;01:33:46;01:34:55;00:48:30;00:49:05
02:59:14;03:02:21;01:33:50;01:37:55;00:48:31;00:49:07
02:59:14;03:03:54;01:33:51;01:34:06;00:48:31;00:49:07
02:59:14;03:03:54;01:33:51;01:34:35;00:48:33;00:49:09
02:59:15;03:01:30;01:33:52;01:34:00;00:48:33;00:49:09
02:59:17;02:59:40;01:33:52;01:34:13;00:48:34;00:49:10
02:59:17;03:00:14;01:33:52;01:38:40;00:48:35;00:49:11
02:59:17;03:03:06;01:33:54;01:35:01;00:48:36;00:49:12
02:59:18;02:59:30;01:33:54;01:35:23;00:48:36;00:49:12
02:59:18;02:59:30;01:33:54;01:35:54;00:48:37;00:49:13
02:59:18;03:00:31;01:33:56;01:34:09;00:48:39;00:49:15
02:59:18;03:00:31;01:33:56;01:34:19;00:48:40;00:49:16
02:59:20;02:59:40;01:33:56;01:34:37;00:48:40;00:49:16
02:59:20;02:59:40;01:33:56;01:40:24;00:48:42;00:49:18
02:59:20;02:59:59;01:33:58;01:34:26;00:48:42;00:49:18
02:59:20;02:59:59;01:33:59;01:34:12;00:48:43;00:49:19
02:59:22;03:00:19;01:33:59;01:34:23;00:48:43;00:49:19
02:59:29;03:00:19;01:33:59;01:34:35;00:48:42;00:49:19
02:59:29;03:01:21;01:33:59;01:35:29;00:48:42;00:49:19
02:59:32;03:00:26;01:34:00;01:34:12;00:48:42;00:49:19
02:59:32;03:00:26;01:34:01;01:34:28;00:48:42;00:49:19
02:59:32;03:00:47;01:34:04;01:34:17;00:48:42;00:49:19
02:59:33;03:01:15;01:34:07;01:34:43;00:48:44;00:49:21
02:59:33;03:01:15;01:34:09;01:34:22;00:48:46;00:49:23
02:59:34;03:00:47;01:34:10;01:34:24;00:48:47;00:49:24
02:59:37;03:00:21;01:34:10;01:34:25;00:48:51;00:49:28
02:59:37;03:00:47;01:34:10;01:34:26;00:48:51;00:49:28
02:59:39;03:00:12;01:34:11;01:34:14;00:48:51;00:49:28
02:59:39;03:01:18;01:34:11;01:34:31;00:48:52;00:49:29
02:59:40;03:00:55;01:34:11;01:34:37;00:48:52;00:49:29
02:59:40;03:01:28;01:34:11;01:35:12;00:48:52;00:49:29
02:59:40;03:02:09;01:34:11;01:35:30;00:48:52;00:49:30
02:59:40;03:02:09;01:34:12;01:34:18;00:48:52;00:49:30
02:59:41;03:00:21;01:34:12;01:34:28;00:48:52;00:49:30
02:59:45;03:00:45;01:34:13;01:34:16;00:48:54;00:49:32
02:59:45;03:00:45;01:34:13;01:34:29;00:48:54;00:49:32
02:59:45;03:13:16;01:34:13;01:34:42;00:48:54;00:49:32
02:59:47;03:00:49;01:34:13;01:38:42;00:48:54;00:49:32
02:59:48;03:00:54;01:34:14;01:34:19;00:48:55;00:49:33
02:59:48;03:00:54;01:34:14;01:35:15;00:48:56;00:49:34
02:59:48;03:01:06;01:34:15;01:35:47;00:48:56;00:49:34
02:59:49;03:02:28;01:34:16;01:35:20;00:48:56;00:49:34
02:59:50;03:00:52;01:34:16;01:42:21;00:48:56;00:49:34
02:59:50;03:05:30;01:34:17;01:34:31;00:48:58;00:49:36
02:59:52;03:00:49;01:34:17;01:34:31;00:48:58;00:49:36
02:59:52;03:06:41;01:34:17;01:35:07;00:48:59;00:49:37
02:59:54;03:00:38;01:34:18;01:35:44;00:48:59;00:49:37
02:59:56;03:01:17;01:34:18;01:38:58;00:48:58;00:49:37
02:59:56;03:01:17;01:34:19;01:35:46;00:48:58;00:49:37
02:59:57;03:00:23;01:34:22;01:34:41;00:48:59;00:49:38
02:59:58;03:01:13;01:34:23;01:34:41;00:48:59;00:49:38
